Rk;Squad;Comp;#Pl;Age;Poss;MP;Starts;Min;90s;Performance_Gls;Performance_Ast;Performance_G-PK;Performance_PK;Performance_PKatt;Performance_CrdY;Performance_CrdR;Per90Minutes_Gls;Per90Minutes_Ast;Per90Minutes_G+A;Per90Minutes_G-PK;Per90Minutes_G+A-PK;Expected_xG;Expected_npxG;Expected_xA;Expected_npxG+xA;Per90Minutes_xG;Per90Minutes_xA;Per90Minutes_xG+xA;Per90Minutes_npxG;Per90Minutes_npxG+xA;idx;link;Performance_GA;Performance_GA90;Performance_SoTA;Performance_Saves;Performance_Save%;Performance_W;Performance_D;Performance_L;Performance_CS;Performance_CS%;PenaltyKicks_PKatt;PenaltyKicks_PKA;PenaltyKicks_PKsv;PenaltyKicks_PKm;PenaltyKicks_Save%;Goals_GA;Goals_PKA;Goals_FK;Goals_CK;Goals_OG;Expected_PSxG;Expected_PSxG/SoT;Expected_PSxG+/-;Expected_/90;Launched_Cmp;Launched_Att;Launched_Cmp%;Passes_Att;Passes_Thr;Passes_Launch%;Passes_AvgLen;GoalKicks_Att;GoalKicks_Launch%;GoalKicks_AvgLen;Crosses_Opp;Crosses_Stp;Crosses_Stp%;Sweeper_#OPA;Sweeper_#OPA/90;Sweeper_AvgDist;Standard_Gls;Standard_Sh;Standard_SoT;Standard_SoT%;Standard_Sh/90;Standard_SoT/90;Standard_G/Sh;Standard_G/SoT;Standard_Dist;Standard_FK;Standard_PK;Standard_PKatt;Expected_npxG/Sh;Expected_G-xG;Expected_np:G-xG;Total_Cmp;Total_Att;Total_Cmp%;Total_TotDist;Total_PrgDist;Short_Cmp;Short_Att;Short_Cmp%;Medium_Cmp;Medium_Att;Medium_Cmp%;Long_Cmp;Long_Att;Long_Cmp%;Ast;xA;A-xA;KP;1_3;PPA;CrsPA;Prog;Performance_2CrdY;Performance_Fls;Performance_Fld;Performance_Off;Performance_Crs;Performance_Int;Performance_TklW;Performance_PKwon;Performance_PKcon;Performance_OG;Performance_Recov;AerialDuels_Won;AerialDuels_Lost;AerialDuels_Won%;Att;PassTypes_Live;PassTypes_Dead;PassTypes_FK;PassTypes_TB;PassTypes_Press;PassTypes_Sw;PassTypes_Crs;PassTypes_CK;CornerKicks_In;CornerKicks_Out;CornerKicks_Str;Height_Ground;Height_Low;Height_High;BodyParts_Left;BodyParts_Right;BodyParts_Head;BodyParts_TI;BodyParts_Other;Outcomes_Cmp;Outcomes_Off;Outcomes_Out;Outcomes_Int;Outcomes_Blocks;SCA_SCA;SCA_SCA90;SCATypes_PassLive;SCATypes_PassDead;SCATypes_Drib;SCATypes_Sh;SCATypes_Fld;SCATypes_Def;GCA_GCA;GCA_GCA90;GCATypes_PassLive;GCATypes_PassDead;GCATypes_Drib;GCATypes_Sh;GCATypes_Fld;GCATypes_Def;Tackles_Tkl;Tackles_TklW;Tackles_Def3rd;Tackles_Mid3rd;Tackles_Att3rd;VsDribbles_Tkl;VsDribbles_Att;VsDribbles_Tkl%;VsDribbles_Past;Pressures_Press;Pressures_Succ;Pressures_%;Pressures_Def3rd;Pressures_Mid3rd;Pressures_Att3rd;Blocks_Blocks;Blocks_Sh;Blocks_ShSv;Blocks_Pass;Int;Tkl+Int;Clr;Err;Touches_Touches;Touches_DefPen;Touches_Def3rd;Touches_Mid3rd;Touches_Att3rd;Touches_AttPen;Touches_Live;Dribbles_Succ;Dribbles_Att;Dribbles_Succ%;Dribbles_#Pl;Dribbles_Megs;Carries_Carries;Carries_TotDist;Carries_PrgDist;Carries_Prog;Carries_1_3;Carries_CPA;Carries_Mis;Carries_Dis;Receiving_Targ;Receiving_Rec;Receiving_Rec%;Receiving_Prog;Mn/MP;Min%;Mn/Start;Compl;Subs;Mn/Sub;unSub;TeamSuccess_PPM;TeamSuccess_onG;TeamSuccess_onGA;TeamSuccess_+/-;TeamSuccess_+/-90;TeamSuccess(xG)_onxG;TeamSuccess(xG)_onxGA;TeamSuccess(xG)_xG+/-;TeamSuccess(xG)_xG+/-90;Country;LgRk;W;D;L;GF;GA;GD;Pts;Pts/MP;xG;xGA;xGD;xGD/90;Attendance;Top Team Scorer;Goalkeeper;Performance_Gls_ag;Performance_Ast_ag;Performance_G-PK_ag;Performance_PK_ag;Performance_PKatt_ag;Performance_CrdY_ag;Performance_CrdR_ag;Per90Minutes_Gls_ag;Per90Minutes_Ast_ag;Per90Minutes_G+A_ag;Per90Minutes_G-PK_ag;Per90Minutes_G+A-PK_ag;Expected_xG_ag;Expected_npxG_ag;Expected_xA_ag;Expected_npxG+xA_ag;Per90Minutes_xG_ag;Per90Minutes_xA_ag;Per90Minutes_xG+xA_ag;Per90Minutes_npxG_ag;Per90Minutes_npxG+xA_ag;link_ag;Performance_GA_ag;Performance_GA90_ag;Performance_SoTA_ag;Performance_Saves_ag;Performance_Save%_ag;Performance_W_ag;Performance_D_ag;Performance_L_ag;Performance_CS_ag;Performance_CS%_ag;PenaltyKicks_PKatt_ag;PenaltyKicks_PKA_ag;PenaltyKicks_PKsv_ag;PenaltyKicks_PKm_ag;PenaltyKicks_Save%_ag;Goals_GA_ag;Goals_PKA_ag;Goals_FK_ag;Goals_CK_ag;Goals_OG_ag;Expected_PSxG_ag;Expected_PSxG/SoT_ag;Expected_PSxG+/-_ag;Expected_/90_ag;Launched_Cmp_ag;Launched_Att_ag;Launched_Cmp%_ag;Passes_Att_ag;Passes_Thr_ag;Passes_Launch%_ag;Passes_AvgLen_ag;GoalKicks_Att_ag;GoalKicks_Launch%_ag;GoalKicks_AvgLen_ag;Crosses_Opp_ag;Crosses_Stp_ag;Crosses_Stp%_ag;Sweeper_#OPA_ag;Sweeper_#OPA/90_ag;Sweeper_AvgDist_ag;Standard_Gls_ag;Standard_Sh_ag;Standard_SoT_ag;Standard_SoT%_ag;Standard_Sh/90_ag;Standard_SoT/90_ag;Standard_G/Sh_ag;Standard_G/SoT_ag;Standard_Dist_ag;Standard_FK_ag;Standard_PK_ag;Standard_PKatt_ag;Expected_npxG/Sh_ag;Expected_G-xG_ag;Expected_np:G-xG_ag;Total_Cmp_ag;Total_Att_ag;Total_Cmp%_ag;Total_TotDist_ag;Total_PrgDist_ag;Short_Cmp_ag;Short_Att_ag;Short_Cmp%_ag;Medium_Cmp_ag;Medium_Att_ag;Medium_Cmp%_ag;Long_Cmp_ag;Long_Att_ag;Long_Cmp%_ag;Ast_ag;xA_ag;A-xA_ag;KP_ag;1_3_ag;PPA_ag;CrsPA_ag;Prog_ag;Performance_2CrdY_ag;Performance_Fls_ag;Performance_Fld_ag;Performance_Off_ag;Performance_Crs_ag;Performance_Int_ag;Performance_TklW_ag;Performance_PKwon_ag;Performance_PKcon_ag;Performance_OG_ag;Performance_Recov_ag;AerialDuels_Won_ag;AerialDuels_Lost_ag;AerialDuels_Won%_ag;Att_ag;PassTypes_Live_ag;PassTypes_Dead_ag;PassTypes_FK_ag;PassTypes_TB_ag;PassTypes_Press_ag;PassTypes_Sw_ag;PassTypes_Crs_ag;PassTypes_CK_ag;CornerKicks_In_ag;CornerKicks_Out_ag;CornerKicks_Str_ag;Height_Ground_ag;Height_Low_ag;Height_High_ag;BodyParts_Left_ag;BodyParts_Right_ag;BodyParts_Head_ag;BodyParts_TI_ag;BodyParts_Other_ag;Outcomes_Cmp_ag;Outcomes_Off_ag;Outcomes_Out_ag;Outcomes_Int_ag;Outcomes_Blocks_ag;SCA_SCA_ag;SCA_SCA90_ag;SCATypes_PassLive_ag;SCATypes_PassDead_ag;SCATypes_Drib_ag;SCATypes_Sh_ag;SCATypes_Fld_ag;SCATypes_Def_ag;GCA_GCA_ag;GCA_GCA90_ag;GCATypes_PassLive_ag;GCATypes_PassDead_ag;GCATypes_Drib_ag;GCATypes_Sh_ag;GCATypes_Fld_ag;GCATypes_Def_ag;Tackles_Tkl_ag;Tackles_TklW_ag;Tackles_Def3rd_ag;Tackles_Mid3rd_ag;Tackles_Att3rd_ag;VsDribbles_Tkl_ag;VsDribbles_Att_ag;VsDribbles_Tkl%_ag;VsDribbles_Past_ag;Pressures_Press_ag;Pressures_Succ_ag;Pressures_%_ag;Pressures_Def3rd_ag;Pressures_Mid3rd_ag;Pressures_Att3rd_ag;Blocks_Blocks_ag;Blocks_Sh_ag;Blocks_ShSv_ag;Blocks_Pass_ag;Int_ag;Tkl+Int_ag;Clr_ag;Err_ag;Touches_Touches_ag;Touches_DefPen_ag;Touches_Def3rd_ag;Touches_Mid3rd_ag;Touches_Att3rd_ag;Touches_AttPen_ag;Touches_Live_ag;Dribbles_Succ_ag;Dribbles_Att_ag;Dribbles_Succ%_ag;Dribbles_#Pl_ag;Dribbles_Megs_ag;Carries_Carries_ag;Carries_TotDist_ag;Carries_PrgDist_ag;Carries_Prog_ag;Carries_1_3_ag;Carries_CPA_ag;Carries_Mis_ag;Carries_Dis_ag;Receiving_Targ_ag;Receiving_Rec_ag;Receiving_Rec%_ag;Receiving_Prog_ag;Mn/MP_ag;Min%_ag;Mn/Start_ag;Compl_ag;Subs_ag;Mn/Sub_ag;unSub_ag;TeamSuccess_PPM_ag;TeamSuccess_onG_ag;TeamSuccess_onGA_ag;TeamSuccess_+/-_ag;TeamSuccess_+/-90_ag;TeamSuccess(xG)_onxG_ag;TeamSuccess(xG)_onxGA_ag;TeamSuccess(xG)_xG+/-_ag;TeamSuccess(xG)_xG+/-90_ag
1;Alaves;es La Liga;33,0;0,7342105263157894;41,8;38,0;418,0;3420,0;38,0;0,76;0,53;0,61;0,16;0,18;2,45;0,11;0,76;0,53;1,29;0,61;1,13;0,97;0,83;0,6;1,43;0,97;0,6;1,57;0,83;1,43;8d6fd021;https://fbref.com//en/squads/8d6fd021/Alaves-Stats;1,71;1,71;4,16;2,58;62,7;0,21;0,18;0,61;0,16;15,8;0,24;0,16;0,08;0,0;33,3;1,71;0,16;0,0;0,29;0,0;1,57;0,34;-5,5;-0,14;10,74;22,05;48,7;21,16;2,37;71,0;1,33;9,24;76,1;1,42;10,11;0,89;8,9;0,74;0,74;0,38;0,76;10,0;2,89;28,9;10,0;2,89;0,06;0,21;0,47;0,34;0,16;0,18;0,08;-0,21;-0,23;258,95;371,5;69,7;5702,05;2361,29;97,53;121,76;80,1;105,37;134,5;78,3;52,13;100,74;51,8;0,53;0,6;-0,07;6,5;21,16;5,32;2,11;22,08;0,08;16,13;13,5;1,89;13,08;14,32;9,24;0,16;0,24;0,0;88,61;27,37;21,55;55,9;371,5;319,61;51,89;14,55;0,24;64,84;15,87;13,08;3,66;1,39;1,61;0,11;189,84;58,03;123,63;93,61;199,39;27,47;21,74;5,0;258,95;1,74;10,47;11,03;11,55;14,11;14,11;8,68;2,11;0,71;0,95;1,16;0,5;1,26;1,26;0,61;0,21;0,08;0,13;0,16;0,08;16,11;9,24;8,0;6,21;1,89;6,21;16,18;38,4;9,97;154,32;40,16;26,0;49,76;71,16;33,39;16,03;3,18;0,05;12,84;14,32;30,42;25,26;0,24;488,66;62,71;165,34;228,63;117,26;17,32;437,74;6,84;13,5;50,7;7,53;1,13;246,34;1174,61;607,92;23,68;6,97;2,63;12,16;8,79;328,24;258,95;78,9;22,08;90,0;100,0;82,0;6,5;4,39;20,0;7,29;0,02;0,82;1,71;-34,0;-0,89;0,97;1,54;-21,4;-0,56;es ESP;20;8,0;7,0;23,0;31,0;65,0;-34,0;31,0;0,82;36,9;58,4;-21,4;-0,56;10952,0;Joselu - 14;Fernando Pacheco;1,71;1,26;1,55;0,16;0,24;2,08;0,11;1,71;1,26;2,97;1,55;2,82;1,54;1,36;1,09;2,45;1,54;1,09;2,63;1,36;2,45;https://fbref.com//en/squads/8d6fd021/Alaves-Stats;0,82;0,82;2,89;2,26;77,3;0,61;0,18;0,21;0,42;42,1;0,18;0,16;0,03;0,0;14,3;0,82;0,16;0,0;0,16;0,05;0,87;0,25;4,0;0,11;7,13;18,21;39,2;27,55;4,53;50,8;1,09;7,13;59,0;1,2;10,24;0,84;8,2;0,82;0,82;0,4;1,71;13,45;4,16;30,9;13,45;4,16;0,12;0,37;0,44;0,53;0,16;0,24;0,1;0,17;0,19;409,39;522,79;78,3;8096,21;2796,11;169,42;193,39;87,6;166,66;197,0;84,6;64,66;111,58;57,9;1,26;1,09;0,17;9,76;29,26;9,16;2,16;35,61;0,03;14,32;15,42;2,34;13,47;11,68;9,05;0,08;0,18;0,05;94,26;21,55;27,37;44,1;522,79;467,42;55,37;15,08;1,16;78,47;18,05;13,47;6,08;1,32;2,84;0,13;333,71;70,24;118,84;147,11;301,26;24,66;25,13;7,66;409,39;2,16;9,84;13,55;12,82;20,92;20,92;15,05;2,26;1,08;0,92;1,21;0,39;2,82;2,82;2,11;0,16;0,11;0,29;0,11;0,05;14,76;9,05;7,0;6,18;1,58;5,97;13,5;44,2;7,53;123,37;40,63;32,9;40,55;58,29;24,53;14,18;2,66;0,03;11,53;11,68;26,45;21,61;0,16;638,0;65,92;204,5;309,21;160,29;26,16;584,5;8,84;16,21;54,5;9,97;0,74;400,71;1963,39;1044,92;38,76;11,24;3,79;12,61;9,95;483,53;409,39;84,7;35,61;90,0;100,0;81,0;6,21;4,74;20,0;6,16;0,02;1,71;0,82;34,0;0,89;1,54;0,97;21,4;0,56
2;Angers;fr Ligue 1;30,0;0,7210526315789473;48,7;38,0;418,0;3420,0;38,0;1,08;0,66;0,84;0,24;0,24;1,84;0,11;1,08;0,66;1,74;0,84;1,5;1,18;1,0;0,7;1,7;1,18;0,7;1,88;1,0;1,7;69236f98;https://fbref.com//en/squads/69236f98/Angers-Stats;1,45;1,45;3,95;2,71;66,7;0,26;0,29;0,45;0,21;21,1;0,16;0,13;0,03;0,0;16,7;1,45;0,13;0,05;0,26;0,08;1,16;0,27;-7,8;-0,2;3,92;11,26;34,8;20,21;5,58;36,8;0,96;8,0;47,7;1,09;10,24;0,89;8,7;0,53;0,53;0,35;1,08;10,24;3,21;31,4;10,24;3,21;0,08;0,26;0,47;0,47;0,24;0,24;0,1;-0,1;-0,16;410,05;495,29;82,8;8122,45;2639,0;151,82;170,53;89,0;188,24;210,82;89,3;61,39;95,13;64,5;0,66;0,7;-0,04;7,26;24,42;5,37;1,66;28,84;0,08;13,21;12,97;1,21;9,39;16,13;11,08;0,18;0,13;0,08;76,42;11,13;15,13;42,4;495,29;446,92;48,37;14,37;0,32;62,5;14,58;9,39;4,89;1,45;2,11;0,24;361,03;56,05;78,21;182,97;263,13;14,39;18,61;8,0;410,05;1,05;7,55;13,53;10,61;16,03;16,03;10,76;1,74;1,11;0,68;1,13;0,61;1,68;1,68;0,92;0,16;0,11;0,21;0,26;0,03;17,71;11,08;8,74;7,13;1,84;6,42;16,79;38,2;10,37;155,74;43,39;27,9;52,87;70,18;32,68;14,74;2,84;0,0;11,89;16,13;33,84;16,58;0,21;616,68;64,32;223,95;303,39;127,95;18,0;569,61;11,24;20,92;53,7;12,45;1,11;411,87;1978,13;1059,76;38,89;11,39;3,13;14,32;15,16;463,11;410,05;88,5;28,84;90,0;100,0;84,0;6,84;4,05;16,0;4,82;0,03;1,16;1,45;-11,0;-0,29;1,18;1,29;-4,2;-0,11;fr FRA;14;10,0;11,0;17,0;44,0;55,0;-11,0;41,0;1,08;44,8;49,0;-4,2;-0,11;7758,0;Sofiane Boufal - 8;Danijel Petković;1,37;0,95;1,24;0,13;0,13;2,13;0,18;1,37;0,95;2,32;1,24;2,18;1,29;1,19;0,95;2,14;1,29;0,95;2,24;1,19;2,14;https://fbref.com//en/squads/69236f98/Angers-Stats;1,16;1,16;3,21;2,37;71,3;0,45;0,29;0,26;0,29;28,9;0,24;0,24;0,0;0,0;0,0;1,16;0,24;0,0;0,16;0,08;1,17;0,31;3,5;0,09;5,71;13,21;43,2;23,29;4,11;40,5;0,96;6,66;56,9;1,18;6,92;0,5;7,2;0,61;0,61;0,36;1,37;11,24;3,95;35,1;11,24;3,95;0,11;0,31;0,46;0,55;0,13;0,13;0,11;0,08;0,04;435,18;528,26;82,4;8567,63;2671,05;177,18;198,45;89,3;183,11;208,5;87,8;66,87;102,05;65,5;0,95;0,95;-0,0;8,45;31,5;7,42;2,29;31,68;0,11;13,42;12,68;2,47;13,08;14,29;15,11;0,08;0,24;0,08;78,37;15,13;11,13;57,6;528,26;479,95;48,32;12,87;0,76;69,34;19,42;13,08;4,66;1,68;1,95;0,08;377,55;60,92;89,79;150,82;324,11;14,26;21,61;6,74;435,18;2,16;8,61;15,39;12,0;17,87;17,87;12,55;2,0;0,82;0,89;1,05;0,55;2,18;2,18;1,63;0,13;0,11;0,13;0,16;0,03;23,61;15,11;11,16;9,63;2,82;8,45;20,89;40,4;12,45;154,18;48,58;31,5;46,76;71,79;35,63;13,21;2,5;0,11;10,71;14,29;37,89;15,32;0,16;643,76;59,05;197,53;331,58;156,05;20,21;597,03;9,47;16,89;56,1;10,37;0,74;431,18;2168,34;1212,0;50,08;13,08;3,24;13,11;11,29;491,26;435,18;88,6;31,68;90,0;100,0;82,0;6,68;4,24;20,0;4,61;0,03;1,45;1,16;11,0;0,29;1,29;1,18;4,2;0,11
3;Arminia;de Bundesliga;26,0;0,7588235294117647;40,5;34,0;374,0;3060,0;34,0;0,76;0,53;0,71;0,06;0,06;1,62;0,06;0,76;0,53;1,29;0,71;1,24;0,83;0,79;0,55;1,34;0,83;0,55;1,38;0,79;1,33;247c4b67;https://fbref.com//en/squads/247c4b67/2021-2022/Arminia-Stats;1,56;1,56;5,18;3,76;73,9;0,15;0,38;0,47;0,21;20,6;0,21;0,21;0,0;0,0;0,0;1,56;0,21;0,03;0,21;0,06;1,76;0,31;8,8;0,26;14,09;29,38;47,9;43,18;2,62;54,6;1,3;9,44;61,7;1,46;9,68;0,35;3,6;1,06;1,06;0,46;0,76;10,68;3,26;30,6;10,68;3,26;0,07;0,22;0,56;0,29;0,06;0,06;0,08;-0,06;-0,08;281,62;394,88;71,3;6096,74;2523,65;98,91;122,06;81,0;123,56;154,65;79,9;53,65;99,88;53,7;0,53;0,55;-0,02;7,21;22,21;5,94;1,65;24,62;0,03;14,12;9,91;1,59;8,24;17,53;11,06;0,06;0,21;0,06;92,88;23,88;26,09;47,8;394,88;345,09;49,79;11,47;0,53;70,12;9,65;8,24;4,35;1,88;1,44;0,09;221,62;57,18;116,09;102,12;219,53;25,53;21,71;5,06;281,62;1,41;8,76;13,44;12,74;15,06;15,06;10,53;1,44;0,91;0,85;0,82;0,5;1,09;1,09;0,79;0,06;0,03;0,12;0,09;0,0;18,24;11,06;9,09;7,53;1,62;5,76;14,44;39,9;8,68;167,44;50,09;29,9;52,03;76,24;39,18;15,82;3,53;0,06;12,29;17,53;35,76;25,97;0,32;521,18;73,97;206,24;222,76;119,76;18,65;472,68;8,5;16,62;51,2;9,5;1,09;281,12;1399,18;739,12;25,71;6,94;3,12;13,85;13,12;349,44;281,62;80,6;24,62;90,0;100,0;82,0;6,59;4,41;21,0;4,35;0,02;0,79;1,56;-26,0;-0,76;0,83;1,83;-34,1;-1,0;de GER;17;5,0;13,0;16,0;27,0;53,0;-26,0;28,0;0,82;28,2;62,3;-34,1;-1,0;16773,0;Masaya Okugawa - 8;Stefan Ortega;1,5;1,0;1,29;0,21;0,21;1,74;0,0;1,5;1,0;2,5;1,29;2,29;1,83;1,68;1,32;3,0;1,83;1,32;3,15;1,68;3,0;https://fbref.com//en/squads/247c4b67/2021-2022/Arminia-Stats;0,79;0,79;3,26;2,53;77,5;0,47;0,38;0,15;0,38;38,2;0,06;0,06;0,0;0,0;0,0;0,79;0,06;0,0;0,06;0,03;0,84;0,25;2,7;0,08;7,12;16,24;43,8;34,82;5,21;36,4;1,04;6,71;53,1;1,28;6,5;0,47;7,2;0,88;0,88;0,45;1,5;15,44;5,18;33,5;15,44;5,18;0,08;0,25;0,44;0,41;0,21;0,21;0,11;-0,33;-0,39;471,06;586,0;80,4;9512,15;3245,38;170,29;196,97;86,5;218,71;249,91;87,5;74,41;119,41;62,3;1,0;1,32;-0,32;11,44;31,91;11,12;3,24;40,65;0,0;10,24;13,53;2,56;14,15;14,35;12,26;0,15;0,06;0,03;99,62;26,09;23,88;52,2;586,0;533,94;52,06;13,65;0,65;89,0;14,26;14,15;5,76;2,59;2,44;0,12;395,88;74,65;115,47;166,68;342,94;25,24;23,76;8,85;471,06;2,26;9,94;16,88;12,18;24,38;24,38;18,41;2,12;0,94;1,26;1,24;0,41;2,44;2,44;1,82;0,09;0,09;0,15;0,21;0,09;20,21;12,26;9,65;7,82;2,74;7,09;16,59;42,7;9,5;142,38;50,94;35,8;45,38;62,26;34,74;16,12;3,5;0,06;12,62;14,35;34,56;23,29;0,18;714,5;71,59;255,29;342,44;162,85;30,82;663,97;8,03;14,47;55,5;8,68;0,65;455,21;2286,38;1197,91;42,88;13,44;4,53;14,26;12,47;537,44;471,06;87,6;40,65;90,0;100,0;83,0;6,71;4,29;19,0;4,47;0,02;1,56;0,79;26,0;0,76;1,83;0,83;34,1;1,0
4;Arsenal;eng Premier League;27,0;0,6421052631578947;53,2;38,0;418,0;3420,0;38,0;1,58;1,08;1,45;0,13;0,21;1,76;0,11;1,58;1,08;2,66;1,45;2,53;1,58;1,42;0,97;2,39;1,58;0,97;2,54;1,42;2,39;18bb7c10;https://fbref.com//en/squads/18bb7c10/Arsenal-Stats;1,26;1,26;3,71;2,45;69,5;0,58;0,08;0,34;0,34;34,2;0,16;0,13;0,0;0,03;0,0;1,26;0,13;0,0;0,11;0,03;1,07;0,26;-6,2;-0,16;5,05;15,11;33,4;27,32;4,45;39,5;0,97;6,03;71,6;1,47;8,11;0,61;7,5;0,95;0,95;0,42;1,58;15,26;4,87;31,9;15,26;4,87;0,09;0,3;0,46;0,55;0,13;0,21;0,1;0,0;0,03;423,95;513,47;82,6;7914,0;2311,55;181,21;202,0;89,7;183,95;206,66;89,0;50,97;87,03;58,6;1,08;0,97;0,11;11,18;30,55;9,16;2,03;30,74;0,08;11,18;11,47;1,74;11,39;12,53;9,21;0,16;0,16;0,03;82,61;14,55;17,42;45,5;513,47;470,61;42,87;10,74;0,74;64,37;13,24;11,39;5,47;3,76;0,55;0,47;369,58;59,68;84,21;215,87;244,24;18,55;17,82;6,26;423,95;1,53;7,68;13,71;9,74;24,24;24,24;18,13;1,71;1,42;1,39;1,03;0,55;2,32;2,32;1,58;0,24;0,03;0,26;0,11;0,11;15,08;9,21;6,89;5,55;2,63;4,82;11,08;43,5;6,26;125,58;37,89;30,2;36,79;50,26;38,53;13,89;3,76;0,0;10,13;12,53;27,61;16,87;0,32;624,61;64,39;194,68;289,55;180,13;28,76;582,68;7,76;14,5;53,5;8,21;0,71;412,29;2186,79;1214,71;49,08;14,37;5,39;12,39;10,34;484,79;423,95;87,4;30,74;90,0;100,0;85,0;8,0;2,89;17,0;6,11;0,05;1,61;1,26;13,0;0,34;1,58;1,24;12,8;0,34;eng ENG;5;22,0;3,0;13,0;61,0;48,0;13,0;69,0;1,82;59,9;47,1;12,8;0,34;59665,0;Bukayo Saka - 11;Aaron Ramsdale;1,24;0,87;1,11;0,13;0,16;1,82;0,08;1,24;0,87;2,11;1,11;1,97;1,24;1,12;0,87;1,99;1,24;0,87;2,11;1,12;1,99;https://fbref.com//en/squads/18bb7c10/Arsenal-Stats;1,61;1,61;4,87;3,37;69,7;0,34;0,08;0,58;0,29;28,9;0,21;0,13;0,08;0,0;37,5;1,61;0,13;0,03;0,34;0,03;1,63;0,3;1,8;0,05;6,97;16,68;41,8;28,5;3,79;41,6;1,01;7,47;64,8;1,3;7,34;0,42;5,7;0,84;0,84;0,39;1,24;11,0;3,71;33,7;11,0;3,71;0,1;0,3;0,45;0,42;0,13;0,16;0,1;-0,0;-0,02;369,97;462,24;80,0;7184,13;2321,66;150,58;170,05;88,5;161,34;185,29;87,1;51,39;90,76;56,6;0,87;0,87;0,0;8,03;24,58;7,03;1,74;25,24;0,05;11,84;10,68;1,68;10,74;14,42;9,84;0,13;0,18;0,03;74,32;17,42;14,55;54,5;462,24;417,32;44,92;10,58;0,79;59,58;11,39;10,74;4,58;2,26;1,34;0,13;319,05;50,53;92,66;124,58;282,61;16,39;19,58;5,66;369,97;1,5;8,05;11,68;9,97;17,74;17,74;13,32;1,47;0,92;0,66;1,0;0,37;2,08;2,08;1,45;0,08;0,21;0,11;0,18;0,05;16,58;9,84;8,47;5,92;2,18;6,26;14,47;43,3;8,21;145,87;37,71;25,9;53,47;61,16;31,24;14,42;4,84;0,0;9,58;14,42;31,0;20,16;0,21;571,13;75,76;206,66;253,26;142,29;21,18;527,11;5,66;11,13;50,8;6,26;0,29;362,89;1732,32;891,92;35,82;11,55;3,63;11,42;10,26;430,34;369,97;86,0;25,24;90,0;100,0;84,0;8,13;2,82;21,0;6,18;0,05;1,26;1,61;-13,0;-0,34;1,24;1,58;-12,8;-0,34
